"round","project","bug_id","seed","budget","tests","coverage","line_cov","branch_cov","total_goals","covered_goals","lines","covered_lines","total_branches","covered_branches","buggy_result","buggy_fails","fixed_result","fixed_fails","verdict"
2,"Closure",103,20260918,60,24,28.23,28.7,27.75,1432,416,102,215,648,188,"FAIL",5,"FAIL",5,"INCONCLUSIVE"
2,"Closure",104,20260918,60,49,97.31,98.44,96.18,323,315,30,189,126,121,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",105,20260918,60,41,15.28,16.21,15.09,1903,289,46,158,916,136,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",106,20260918,60,125,69.8,73.4,66.34,1165,700,102,412,530,268,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Closure",107,20260918,60,4,50.79,35.33,22.34,411,126,30,110,78,13,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",108,20260918,60,2,16.31,17.83,14.79,427,71,27,46,156,19,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",109,20260918,60,25,22.78,24.53,21.02,1990,456,79,277,832,160,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",10,20260918,60,150,42.05,40,44.18,3722,1589,172,406,2658,1147,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",110,20260918,60,200,47.21,52.03,42.65,1983,1311,287,784,748,417,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Closure",111,20260918,60,2,27.3,27.85,26.76,150,41,22,22,46,5,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",112,20260918,60,3,0.77,1.13,0.26,1477,10,55,8,756,2,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",113,20260918,60,4,10.92,11.56,10.29,895,98,44,63,340,33,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",114,20260918,60,3,15.41,18.89,11.94,1297,205,80,139,536,62,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",115,20260918,60,10,11.22,14.69,7.75,544,60,31,42,242,17,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",116,20260918,60,10,11.75,15.11,8.4,528,62,31,42,234,18,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",117,20260918,60,3,3.89,5.97,1.8,490,20,38,16,210,1,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",118,20260918,60,9,11.95,16.08,7.82,825,102,63,73,354,19,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",119,20260918,60,48,25.54,30.56,20.81,976,245,81,145,460,74,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",11,20260918,60,14,17.32,14.17,20.47,1746,308,41,102,1018,204,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",120,20260918,60,34,46.28,57.35,35.2,400,181,54,117,168,46,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",121,20260918,60,3,4.86,6.21,3.52,546,26,32,18,250,7,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",122,20260918,60,8,23.78,16.4,31.16,1341,315,90,112,620,195,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",123,20260918,60,23,14.16,16.95,11.21,1419,188,35,108,764,76,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",124,20260918,60,1,6.67,8.75,4.6,167,11,7,7,86,3,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",125,20260918,60,12,13.14,8.98,17.3,1928,263,44,74,1096,185,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",126,20260918,60,5,20.85,18.63,23.08,180,35,7,19,76,16,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",127,20260918,60,1,6.49,9.09,3.9,154,9,9,7,74,0,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",128,20260918,60,23,14.21,16.8,11.46,1399,186,35,105,756,77,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",129,20260918,60,4,37.68,40.28,35.09,129,49,13,29,54,17,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",12,20260918,60,4,12.53,14.94,8.97,165,19,16,13,68,3,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",130,20260918,60,2,4.53,5.77,3.3,637,30,24,21,268,8,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",131,20260918,60,105,83.92,86.73,80.78,420,346,3,98,306,247,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",132,20260918,60,23,9.29,8.5,10.08,1356,120,52,63,604,60,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",133,20260918,60,29,23.4,24.39,23.25,1874,448,70,262,774,166,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",134,20260918,60,10,18.29,22.92,13.66,1454,225,74,162,604,54,"FAIL",2,"FAIL",2,"INCONCLUSIVE"
2,"Closure",135,20260918,60,66,44.65,44.42,42.19,761,461,62,248,324,197,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",136,20260918,60,15,49.74,56.83,42.64,438,238,26,158,170,74,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",137,20260918,60,168,50.1,54.2,46.17,2849,1458,170,491,1882,917,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",138,20260918,60,23,22.71,19.84,25.48,1238,270,63,92,616,160,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",139,20260918,60,6,32.14,39.29,25,352,115,28,77,144,27,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",13,20260918,60,2,78.5,88.24,75.51,134,112,18,75,40,29,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",140,20260918,60,72,48.87,53.26,44.48,982,477,130,335,266,81,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",141,20260918,60,140,34.36,38.1,30.6,2712,1237,145,363,1842,848,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",142,20260918,60,25,12.59,10.96,10.16,1794,287,83,167,736,107,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",143,20260918,60,18,35.33,40.26,30.4,717,262,60,188,212,38,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",144,20260918,60,98,60.97,64.44,57.5,2168,881,131,533,924,308,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",145,20260918,60,21,13.91,16.24,11.23,1164,148,31,82,646,63,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",146,20260918,60,75,93.9,94.12,93.68,377,354,79,176,132,123,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",147,20260918,60,11,35.87,40.98,30.75,353,99,25,60,140,37,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",148,20260918,60,23,20.02,21.27,18.79,1571,255,41,97,868,151,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",149,20260918,60,141,61.07,67.5,54.72,2408,1276,264,941,618,185,"FAIL",6,"FAIL",6,"INCONCLUSIVE"
2,"Closure",14,20260918,60,25,41.79,38.56,46.49,815,347,45,155,392,182,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",150,20260918,60,8,26.87,31.9,21.85,1189,324,52,207,524,107,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",151,20260918,60,4,57.69,74.01,41.67,225,148,15,129,42,14,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",152,20260918,60,58,76.67,80.4,73.33,647,499,56,278,282,202,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",153,20260918,60,14,35.74,38.36,34.58,649,255,41,150,264,96,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",154,20260918,60,14,10.28,9.09,11.45,2055,274,77,84,1136,182,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",155,20260918,60,81,31.88,37.08,23.44,848,221,74,136,386,66,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",156,20260918,60,3,5.01,6.4,3.61,577,30,23,21,244,8,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",157,20260918,60,29,15.04,19.34,10.64,2708,339,130,217,1340,111,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",158,20260918,60,38,64.45,64.92,54.04,1254,577,105,437,352,89,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",159,20260918,60,9,4.7,6.31,3.09,736,36,79,26,284,8,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",15,20260918,60,4,4.25,5.1,3.4,304,12,20,8,134,1,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",160,20260918,60,102,56.94,61.13,52.75,1219,694,148,465,358,150,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",161,20260918,60,39,14.67,4.81,24.54,1647,280,31,30,1022,250,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",162,20260918,60,55,50.83,57.42,44.33,525,271,78,165,182,64,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",163,20260918,60,19,35.05,39.66,30.44,517,241,49,163,178,55,"PASS",0,"NOT_RUN","","NOT_AVAILABLE"
2,"Closure",164,20260918,60,30,98.05,100,96.1,166,163,14,89,70,67,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",165,20260918,60,115,85.88,89.74,82.02,1246,957,154,658,324,202,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",166,20260918,60,37,78.3,84.02,72.59,416,327,42,184,186,132,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",167,20260918,60,107,63.52,64.29,62.93,1000,661,133,329,418,262,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",168,20260918,60,5,12.91,16.7,9.12,1620,214,64,146,730,59,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",169,20260918,60,272,83.66,87.88,79.46,2408,1943,250,1075,1018,765,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",16,20260918,60,1,21.72,23.44,20,332,73,24,45,128,22,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",170,20260918,60,4,4.15,5.29,3.01,336,13,21,9,152,1,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",171,20260918,60,7,7.27,9.16,5.29,3193,251,122,169,1538,75,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",172,20260918,60,4,10.88,14.95,6.81,1738,194,67,139,792,47,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",173,20260918,60,32,12.36,13.46,11.18,1912,239,56,133,998,102,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",174,20260918,60,162,51.05,52.43,49.62,4203,1640,217,488,2778,1100,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Closure",175,20260918,60,12,16.19,21.58,10.8,528,85,31,60,234,24,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",176,20260918,60,2,2.09,3.29,0.76,1523,30,56,24,778,5,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",17,20260918,60,5,17.14,22.24,12.05,1589,277,64,191,714,77,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",18,20260918,60,98,50.63,54.7,46.56,1545,776,175,535,456,167,"FAIL",2,"FAIL",2,"INCONCLUSIVE"
2,"Closure",19,20260918,60,39,53.46,56.29,50.62,327,175,80,94,100,49,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",1,20260918,60,3,13.43,17.48,9.39,698,97,31,68,304,27,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",20,20260918,60,14,7.34,5.68,9,1351,95,52,42,600,53,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",21,20260918,60,7,63.36,70,56.72,147,92,9,56,62,33,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Closure",22,20260918,60,9,57.04,64.71,49.37,164,92,9,55,74,34,"PASS",0,"FAIL",2,"INCONCLUSIVE"
2,"Closure",23,20260918,60,28,15.53,8.05,23,1770,304,35,55,1086,249,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",24,20260918,60,2,22.18,24.54,19.83,279,63,22,40,104,17,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",25,20260918,60,3,0.99,1.5,0.3,1257,11,47,9,644,2,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",26,20260918,60,9,74.17,73.33,75,153,112,17,77,40,29,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Closure",27,20260918,60,96,82.14,85.03,79.26,563,444,71,159,324,246,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",28,20260918,60,3,96,92,100,35,33,10,23,2,2,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Closure",29,20260918,60,1,3.17,4.65,1.69,290,9,13,8,114,0,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",2,20260918,60,17,19.84,17.2,22.48,1806,365,42,130,1042,229,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",30,20260918,60,34,22,19.96,23.73,640,142,41,65,296,71,"PASS",0,"FAIL",2,"INCONCLUSIVE"
2,"Closure",31,20260918,60,97,53.5,53.88,47.24,1498,755,170,514,436,160,"FAIL",2,"FAIL",2,"INCONCLUSIVE"
2,"Closure",32,20260918,60,17,17.56,17.62,17.5,1770,309,68,181,718,114,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",33,20260918,60,41,79.81,83.72,75.9,410,328,41,180,184,137,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",34,20260918,60,37,32.12,35.48,28.76,1738,369,84,228,852,123,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",35,20260918,60,16,17.96,11.61,24.15,1295,233,47,72,662,160,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",36,20260918,60,3,4.98,6.38,3.57,534,26,32,18,246,7,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",37,20260918,60,33,44.47,42.49,31.98,1524,390,132,266,636,104,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",38,20260918,60,6,6.57,2.68,10.47,198,12,32,3,64,9,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",39,20260918,60,41,82.64,88.24,77.05,387,320,40,180,172,130,"PASS",0,"FAIL",1,"INCONCLUSIVE"
2,"Closure",3,20260918,60,4,4.26,5.39,3.12,327,13,21,9,146,1,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",40,20260918,60,4,19.68,22.96,16.41,1209,242,74,160,488,79,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",41,20260918,60,26,42.37,47.98,36.76,574,245,40,154,240,82,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",42,20260918,60,8,25.96,16.05,35.88,1155,296,82,95,524,192,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",43,20260918,60,5,24.66,31.3,18.02,1509,381,64,257,672,114,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",44,20260918,60,6,6.86,2.75,10.98,191,12,32,3,60,9,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",45,20260918,60,6,17.56,21.67,13.44,688,123,31,83,300,39,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",46,20260918,60,18,95.27,99.08,91.46,191,183,10,108,80,73,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",47,20260918,60,9,6.09,8.23,3.94,562,40,60,32,176,3,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",48,20260918,60,4,15.98,20.96,11,1493,245,63,170,666,66,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",49,20260918,60,20,56.63,58.55,54.41,329,184,39,112,118,56,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",4,20260918,60,13,65.29,73.28,57.29,227,151,22,96,86,46,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",50,20260918,60,4,9.36,10.75,7.97,558,53,15,33,248,19,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",51,20260918,60,4,4.87,1.85,7.89,184,8,31,2,54,6,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",52,20260918,60,25,15.98,19.25,12.4,1321,193,36,113,720,78,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",53,20260918,60,1,3.19,4.76,1.61,292,9,13,8,120,0,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",54,20260918,60,63,40.89,45.28,36.58,2140,705,119,429,938,245,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",55,20260918,60,2,22.8,26.45,19.15,249,59,33,41,80,12,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",56,20260918,60,31,98.33,99.29,97.37,217,212,40,140,48,46,"FAIL",4,"FAIL",4,"INCONCLUSIVE"
2,"Closure",57,20260918,60,25,38.48,45.65,31.3,253,99,24,63,102,23,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",58,20260918,60,16,"","","",0,0,0,0,0,0,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",59,20260918,60,91,56.83,58.14,51.83,1251,677,151,457,366,149,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",5,20260918,60,1,3.04,4.47,1.61,303,9,13,8,120,0,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",60,20260918,60,163,46.06,45.48,46.29,3345,1534,172,418,2380,1078,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",61,20260918,60,154,45.34,45.9,44.63,3337,1495,172,420,2376,1035,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",62,20260918,60,10,"","","",0,0,0,0,0,0,"PASS",0,"PASS",0,"NOT_REVEALING"
2,"Closure",64,20260918,60,86,55.71,53.99,45.92,1218,603,148,413,356,124,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
2,"Closure",65,20260918,60,24,15.4,18.91,11.72,1321,186,36,111,720,73,"PASS",0,"PASS",0,"NOT_REVEALING"
