project,bug_id,tests,buggy_result,buggy_fails,fixed_result,fixed_fails,verdict,lines,covered_lines,line_cov,branches,covered_branches,branch_cov,buggy_test_seconds,fixed_test_seconds,test_run_seconds,buggy_test_time_source,fixed_test_time_source
Chart,9,45,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Cli,1,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,10,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,11,31,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,12,12,FAIL,1,FAIL,1,INCONCLUSIVE,25,0,0.0,16,0,0.0,,,,,
Cli,13,90,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,14,31,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,15,30,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,16,95,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,17,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Cli,18,26,FAIL,1,FAIL,1,INCONCLUSIVE,66,0,0.0,42,0,0.0,,,,,
Cli,19,15,FAIL,1,FAIL,1,INCONCLUSIVE,65,0,0.0,42,0,0.0,,,,,
Cli,2,16,FAIL,1,FAIL,1,INCONCLUSIVE,68,0,0.0,42,0,0.0,,,,,
Cli,20,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Cli,21,67,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,22,38,FAIL,1,FAIL,1,INCONCLUSIVE,57,0,0.0,38,0,0.0,,,,,
Cli,23,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Cli,24,30,FAIL,1,FAIL,1,INCONCLUSIVE,198,0,0.0,112,0,0.0,,,,,
Cli,25,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Cli,26,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Cli,27,13,FAIL,1,FAIL,1,INCONCLUSIVE,34,0,0.0,12,0,0.0,,,,,
Cli,28,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Cli,29,19,FAIL,1,FAIL,1,INCONCLUSIVE,14,0,0.0,10,0,0.0,,,,,
Cli,3,27,FAIL,1,FAIL,1,INCONCLUSIVE,55,0,0.0,20,0,0.0,,,,,
Cli,30,51,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Cli,31,96,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Cli,32,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Cli,33,16,FAIL,1,FAIL,1,INCONCLUSIVE,201,0,0.0,114,0,0.0,,,,,
Cli,34,46,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,35,27,FAIL,3,FAIL,3,INCONCLUSIVE,57,54,94.74,20,19,95.0,,,,,
Cli,36,29,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Cli,37,26,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,38,25,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,0.0,0.0,log_ant_total,log_ant_total
Cli,39,33,FAIL,3,FAIL,3,INCONCLUSIVE,42,36,85.71,20,16,80.0,,,,,
Cli,4,16,FAIL,1,FAIL,1,INCONCLUSIVE,99,0,0.0,68,0,0.0,,,,,
Cli,40,45,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,0.0,1.0,1.0,log_ant_total,log_ant_total
Cli,5,14,FAIL,1,FAIL,1,INCONCLUSIVE,11,0,0.0,8,0,0.0,,,,,
Cli,7,42,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Cli,8,23,FAIL,1,FAIL,1,INCONCLUSIVE,192,0,0.0,104,0,0.0,,,,,
Cli,9,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Closure,1,14,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,10,90,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,3.0,7.0,log_ant_total,log_ant_total
Closure,100,14,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,101,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,102,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,103,50,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,104,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,105,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,106,64,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
Closure,107,20,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,3.0,8.0,log_ant_total,log_ant_total
Closure,108,11,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,6.0,10.0,log_ant_total,log_ant_total
Closure,109,1,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,11,24,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,2.0,6.0,log_ant_total,log_ant_total
Closure,110,117,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,111,31,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,112,39,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,3.0,7.0,log_ant_total,log_ant_total
Closure,113,22,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
Closure,114,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,4.0,8.0,log_ant_total,log_ant_total
Closure,115,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,4.0,8.0,log_ant_total,log_ant_total
Closure,116,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,6.0,10.0,log_ant_total,log_ant_total
Closure,117,29,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,5.0,9.0,log_ant_total,log_ant_total
Closure,118,6,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,119,47,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
Closure,12,31,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
Closure,120,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,121,45,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,122,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,123,94,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,4.0,8.0,log_ant_total,log_ant_total
Closure,124,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,,4.0,log_ant_total,
Closure,125,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,,5.0,log_ant_total,
Closure,126,19,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,,4.0,log_ant_total,
Closure,127,10,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,,,,,
Closure,128,53,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,4.0,8.0,log_ant_total,log_ant_total
Closure,129,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,13,24,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,,,log_ant_total,
Closure,130,29,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,131,13,FAIL,1,PASS,0,REVEALING,113,112,99.12,165,138,83.64,,,,,
Closure,132,57,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,6.0,4.0,10.0,log_ant_total,log_ant_total
Closure,133,25,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,3.0,7.0,log_ant_total,log_ant_total
Closure,134,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,135,55,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,136,39,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,3.0,4.0,log_ant_total,log_ant_total
Closure,137,106,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,138,47,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,139,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,14,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,,,log_ant_total,
Closure,140,48,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,141,62,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,142,59,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,0.0,1.0,log_ant_total,log_ant_total
Closure,143,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,144,98,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
Closure,145,42,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,146,25,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,147,38,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,148,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,149,72,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,15,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,,3.0,log_ant_total,
Closure,150,40,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,151,39,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,152,38,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,153,47,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,1.0,4.0,log_ant_total,log_ant_total
Closure,154,68,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,155,98,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,156,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,157,115,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
Closure,158,48,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,159,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,1.0,4.0,log_ant_total,log_ant_total
Closure,16,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,,2.0,log_ant_total,
Closure,160,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
Closure,161,46,FAIL,38,FAIL,38,INCONCLUSIVE,636,238,37.42,498,153,30.72,,,,,
Closure,162,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,5.0,10.0,log_ant_total,log_ant_total
Closure,163,37,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,6.0,9.0,log_ant_total,log_ant_total
Closure,164,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,6.0,5.0,11.0,log_ant_total,log_ant_total
Closure,165,129,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,5.0,10.0,log_ant_total,log_ant_total
Closure,166,50,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,5.0,9.0,log_ant_total,log_ant_total
Closure,167,76,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,7.0,6.0,13.0,log_ant_total,log_ant_total
Closure,168,23,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,6.0,11.0,log_ant_total,log_ant_total
Closure,169,140,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,6.0,4.0,10.0,log_ant_total,log_ant_total
Closure,17,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,170,15,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,171,30,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,5.0,10.0,log_ant_total,log_ant_total
Closure,172,39,FAIL,39,FAIL,39,INCONCLUSIVE,947,0,0.0,762,0,0.0,,,,,
Closure,173,95,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,6.0,11.0,log_ant_total,log_ant_total
Closure,174,126,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,18,42,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,3.0,5.0,log_ant_total,log_ant_total
Closure,19,26,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,2,45,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,20,16,FAIL,16,FAIL,16,INCONCLUSIVE,754,74,9.81,526,32,6.08,,,,,
Closure,21,10,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
Closure,22,14,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,23,62,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
Closure,24,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,4.0,8.0,log_ant_total,log_ant_total
Closure,25,30,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,5.0,8.0,log_ant_total,log_ant_total
Closure,26,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
Closure,27,46,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,28,10,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,5.0,8.0,log_ant_total,log_ant_total
Closure,29,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,4.0,8.0,log_ant_total,log_ant_total
Closure,3,14,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,30,42,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,4.0,6.0,log_ant_total,log_ant_total
Closure,31,55,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,5.0,9.0,log_ant_total,log_ant_total
Closure,32,4,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,33,30,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
Closure,34,29,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
Closure,35,10,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
Closure,36,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,3.0,7.0,log_ant_total,log_ant_total
Closure,37,83,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,5.0,8.0,log_ant_total,log_ant_total
Closure,38,28,FAIL,1,FAIL,1,INCONCLUSIVE,112,77,68.75,64,43,67.19,,,,,
Closure,39,34,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,5.0,7.0,log_ant_total,log_ant_total
Closure,4,22,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
Closure,40,33,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,6.0,5.0,11.0,log_ant_total,log_ant_total
Closure,41,14,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,5.0,9.0,log_ant_total,log_ant_total
Closure,42,22,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,4.0,8.0,log_ant_total,log_ant_total
Closure,43,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,3.0,7.0,log_ant_total,log_ant_total
Closure,44,35,FAIL,7,FAIL,7,INCONCLUSIVE,109,91,83.49,60,53,88.33,,,,,
Closure,45,13,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,5.0,4.0,9.0,log_ant_total,log_ant_total
Closure,46,25,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,3.0,5.0,log_ant_total,log_ant_total
Closure,47,36,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,6.0,4.0,10.0,log_ant_total,log_ant_total
Closure,48,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
Closure,49,15,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
Closure,5,14,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,50,28,FAIL,24,FAIL,24,INCONCLUSIVE,308,161,52.27,245,102,41.63,,,,,
Closure,51,72,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,5.0,9.0,log_ant_total,log_ant_total
Closure,52,53,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,4.0,8.0,log_ant_total,log_ant_total
Closure,53,15,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,3.0,5.0,log_ant_total,log_ant_total
Closure,54,92,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,6.0,4.0,10.0,log_ant_total,log_ant_total
Closure,55,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,4.0,7.0,log_ant_total,log_ant_total
Closure,56,39,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,3.0,7.0,log_ant_total,log_ant_total
Closure,57,24,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,2.0,6.0,log_ant_total,log_ant_total
Closure,58,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,3.0,5.0,log_ant_total,log_ant_total
Closure,59,63,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,6,35,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,5.0,8.0,log_ant_total,log_ant_total
Closure,60,76,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,5.0,8.0,log_ant_total,log_ant_total
Closure,61,54,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,3.0,5.0,log_ant_total,log_ant_total
Closure,62,10,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,4.0,4.0,8.0,log_ant_total,log_ant_total
Closure,64,8,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,65,13,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,3.0,6.0,log_ant_total,log_ant_total
Closure,66,28,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,67,47,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,68,32,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
