project,bug_id,tests,buggy_result,buggy_fails,fixed_result,fixed_fails,verdict,lines,covered_lines,line_cov,branches,covered_branches,branch_cov,buggy_test_seconds,fixed_test_seconds,test_run_seconds,buggy_test_time_source,fixed_test_time_source
Closure,18,9,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,19,11,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,3.0,5.0,log_ant_total,log_ant_total
Closure,2,33,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,3.0,2.0,5.0,log_ant_total,log_ant_total
Closure,20,16,FAIL,16,FAIL,16,INCONCLUSIVE,754,74,9.81,526,32,6.08,,,,,
Closure,21,8,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,22,8,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,23,9,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,24,10,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,25,3,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,26,12,FAIL,1,FAIL,1,INCONCLUSIVE,106,25,23.58,40,7,17.5,,,,,
Closure,27,25,FAIL,7,FAIL,7,INCONCLUSIVE,187,137,73.26,60,34,56.67,,,,,
Closure,28,5,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,29,7,FAIL,7,FAIL,7,INCONCLUSIVE,174,8,4.6,104,0,0.0,,,,,
Closure,3,6,PASS,0,PASS,0,NOT_REVEALING,176,18,10.23,127,9,7.09,,,,,
Closure,30,14,FAIL,5,FAIL,5,INCONCLUSIVE,330,23,6.97,222,5,2.25,,,,,
Closure,31,9,FAIL,3,FAIL,3,INCONCLUSIVE,981,407,41.49,400,134,33.5,,,,,
Closure,32,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,3.0,5.0,log_ant_total,log_ant_total
Closure,33,13,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,34,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,35,6,FAIL,6,FAIL,6,INCONCLUSIVE,626,0,0.0,422,0,0.0,,,,,
Closure,36,7,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,37,31,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,38,28,FAIL,1,FAIL,1,INCONCLUSIVE,112,77,68.75,64,43,67.19,,,,,
Closure,39,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,4,8,PASS,0,PASS,0,NOT_REVEALING,132,24,18.18,86,2,2.33,,,,,
Closure,40,9,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,41,9,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,42,6,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,43,13,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,44,35,FAIL,7,FAIL,7,INCONCLUSIVE,109,91,83.49,60,53,88.33,,,,,
Closure,45,9,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,46,18,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,47,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,48,3,FAIL,3,FAIL,3,INCONCLUSIVE,827,53,6.41,641,10,1.56,,,,,
Closure,49,10,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,5,6,FAIL,5,FAIL,5,INCONCLUSIVE,181,8,4.42,108,0,0.0,,,,,
Closure,50,28,FAIL,24,FAIL,24,INCONCLUSIVE,308,161,52.27,245,102,41.63,,,,,
Closure,51,46,FAIL,3,FAIL,3,INCONCLUSIVE,108,102,94.44,54,52,96.3,,,,,
Closure,52,11,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,53,14,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,54,29,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,55,6,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,56,25,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,57,21,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,58,7,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,59,24,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,6,12,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,60,175,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,2.0,3.0,log_ant_total,log_ant_total
Closure,61,147,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,62,14,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,1.0,3.0,log_ant_total,log_ant_total
Closure,64,73,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,65,68,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,66,56,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,67,16,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,68,64,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,69,24,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,7,25,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,2.0,2.0,4.0,log_ant_total,log_ant_total
Closure,70,27,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,71,29,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,72,17,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,73,56,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
Closure,74,62,FAIL,56,FAIL,56,INCONCLUSIVE,800,446,55.75,619,269,43.46,,,,,
Closure,75,364,NOT_RUN,,NOT_RUN,,NOT_AVAILABLE,,,,,,,1.0,1.0,2.0,log_ant_total,log_ant_total
